,question,answer
15768,کشاورز و برزگر,دهقان
15771,طلا,زر
15774,آزرده شدن,رنجیدن
15775,نوعی خیار,قلمی
15776,بازیگر مرد فیلم موقعیت مهدی,وحید آقاپور
15778,سازمانی دولتی است که زیر نظر فردی به نام دهدار اداره می گردد,دهداری
15779,جوان و زیبا,برنا
15781,گله در حال چریدن,سوام
15783,جنگ,مرا
15784,اصیل و بزرگوار,آزادمنش
15786,محکم,شق
15788,آواره و در به در,سرگشته
15790,سرود دسته جمعی,کر
15793,غنیمت شمردن,اغتنام
15796,طرح قانونی که از طرف دولت برای تصویب به مجلس برده می شود,لایحه
15797,کشور آفریقایی,اوگاندا
15798,عدد دو رقمی,شصت
15800,مخترع دوربین سه بعدی,والر
15801,پنبه پاک نشده,وش
15802,بی باک و پردل,نترس
15803,بچه گاو,گوساله
15804,احمق لاتین,دامب
15805,اثری از جی ام کوتسیا,عصر آهن
15807,فرمانروایی,حکومت
15814,دوباره و مجدد,از نو
15815,واحدی در طول و آن از نوک انگشت میانی تا آرنج می باشد,یاز
15816,خنجر و دشنه,تیغ
15818,چکاندنی تفنگ,ماشه
15819,درخشندگی,تلالو
15821,قله یاسوج,دنا
15825,مرطوب و تر,نمناک
15826,فرآورده و دستاورد,محصول
15827,سنگ چخماق,آتش زنه
15828,یخ,هتشه
15829,پیاز مغز,بصل النخاع
15830,شیر اول پس از زایمان,اغوز
15831,ثروتمند,دارا
15835,راه عبور چهارپایان,مالرو
15839,لوله گیاهی,اوند
15841,محتاج و نیازمند,بر در نشسته
15843,کوچک شدن,صغر
15844,دانه‌کش بی‌آزار,مور
15850,فقیر و بی‌چیز,ندار
15857,خرج زندگی,هزینه
15864,از ماه‌های سال‌میلادی,نوامبر
15868,ترسناک و مخوف,بیمناک
15869,از زخم بیرون آید,چرک
15872,مکان‌ها,اماکن
15876,شتر تندرو,هیون
15877,ابزار مکانیک,آچار
15878,کرم خونخوار,زالو
15879,ضد گرما,سرما
15884,گیاه کاسنی,هندبا
15887,جیوه,آبک
15888,پدرمردگان,ایتام
15890,حمام,گرمابه
15893,چرم فروش,ادام
15895,بهتر از خوب,عالی
15898,شاعر نیشابوری,خیام
15901,ظرف آبخوری دسته‌دار بزرگ و دهان‌گشاد,پارچ
15902,قسمت,سهم
15904,کاهن,غیب‌گو
15906,سرازیری,نشیب
15908,کشوری آفریقایی,مراکش
15919,دلجویی نمودن,استمالت
15922,بار درخت,میوه
15924,زیردست,مریوس
15926,مخالف,مغایر
15928,تلمبه,پمپ
15931,ضعیف و سست,اجبس
15932,نوعی تلفن عمومی,کارتی
15936,نوعی ماهی,کفال
15937,مرکز ایالت ویرجینیا,ریچموند
15939,ازتابلوهای ونگوگ,شخم زن ها
15942,فرعون مصری که نخستین هرم را بنا کرد,جوسر
15947,مقابل گیرنده,فرستنده
15953,فیلمی از فدریکو فلینی,ولگردها
15954,بی نظم و بی‌ترتیب,شلخته
15956,فیلمی از تینا پاکروان,خانوم
15957,از انواع شورلت در ایران,رویال
15961,فرد نیست,زوج
15963,غرور,کبر
15967,نوعی نژاد سگ,هاسکی
15968,حیوان وحشی,درنده
15969,رازها,اسرار
15971,از سرداران شهید هشت سال دفاع مقدس,یوسف کلاهدوز
15974,سنگسار کردن,رجم
15978,گردهمایی سیاسی,میتینگ
15980,آتشگیره,انبر
15983,گل ملی تایلند,فلوس
15984,تکیه گاه,عماد
15985,ابر و مه غلیظ,میغ
15986,حرف دهن کجی,یی
15988,خاک نرم و سرخ,رس
15989,گیاهی یک ساله، معطر و به ارتفاع 20 تا 40 سانتیمتر,بابونه
15990,آش برنج,شله
15991,مایع دباغی,آش
15996,اسکلت,استخوان‌بندی
15998,شهری در مکزیک,مریدا
16003,تبلیغ کننده,مبلغ
16005,تابع,پیرو
16006,مخفف بلکه,بل
16007,فیلسوف آلمانی,کانت
16008,کنایه از گناهکار,سیاه رو
16016,دریایی در فرانسه,مانش
16017,مته برقی,درل
16021,پشیمان,نادم
16022,گهواره,مهد
16023,سخن زیر لب,زمزمه
16026,رودخانه‌ای در غرب مراغه,صوفی چای
16033,گیاه کتیرا,گون
16040,پیچ در پیچ,لابیرنت
16042,از بین برده شده,لگدمال
16045,لب,شفه
16049,کمربندی که در اتومبیل می‌بندند,ایمنی
16054,آماده شدن خمیر,ورزیدن
16055,از پوشاک,پیراهن
16056,غیر دائمی,موقت
16057,خم و شکن,پیچ و تاب
16063,طرف و کنار,جانب
16064,مرض سروصدا,سرسام
16065,خیلی کم,نمه
16075,از گیاهان دارویی,پونه سنبله‌ای
16076,ماده ای گندزدا,یدوفرم
16078,پاره و تراک,چاک
16084,شهری در استان‌گیلان,املش
16088,اوضاع و احوال مناسب داشتن,برو بیا داشتن
16089,اثری از قطب الدین شیرازی,مکاتیب قطب
16090,زه کمان,چله
16092,بانگ شغال,زوزه
16094,سخن دانان,ادبا
16095,ماهی عرب,سمک
16096,شیخ اشراق,سهروردی
16097,محبوب,دلبر
16099,صاحب,ذو
16100,نوعی دستگاه نمایشی,ویدیو
16101,مسطح,هموار
16102,جلوه گری,پز
16104,وزن موسیقی,ریتم
16105,از بنادر مهم یمن,بندر عدن
16106,ناپاک,نجس
16107,دودمان کدر,تیره
16108,گذرگاه رود,پل
16110,تازه و جدید,نو
16112,اختیار از دست داده,عنان گسسته
16113,اثری از علامه دهخدا,چرند و پرند
16115,لغزنده,لیز
16118,زنبیل,سبد
16119,مانند,بسان
16120,شیطان,اهریمن
16122,آزردگی خاطر,تکدر
16123,یگانگی,وحدت
16126,نوعی حلوا,ارده
16127,فیلمی از بهروز افخمی,عروس
16129,افسرده و ملول,دل مرده
16130,خاکستری رنگ,طوسی
16132,بالاپوش مردانه,کت
16133,مجلس مهمانی,بزم
16134,فطرت,ذات
16135,حشره موذی,پشه
16136,نویسنده فرانسوی کتاب بی خانمان,هکتور مالو
16137,گودالی در اقیانوس‌آرام,ماریانا
16138,نیم,نصف
16140,حدس زدن,گمانه
16143,بخش پایینى شلوار,دمپا
16144,شریک زندگی,همسر
16146,پولی که پزشک در ازای معاینه فرد دریافت می‌کند,ویزیت
16149,موسس سلسله اشکانیان,ارشک
16152,حیات,زندگی
16155,جمع شدن,گرد آمدن
16156,آویزی شکل گلوله,منگوله
16157,افسار، مهار، کمند,پالهنگ
16159,همیشه و پیوسته,همواره
16163,شهری در استان مرکزی,شازند
16164,ایالتی در آلمان,نیدرزاکسن
16169,از بیماری‌های گوارشی,هپاتیت
16171,مستحکم و راسخ,استوار
16172,مرغان خانگی,ماکیان
16173,سفره نوروزی,هفت سین
16175,جای داخل شدن,مدخل
16176,مکعب ‌فکرى,روبیک
16179,پرنور و تابان,رخشان
16182,محل ذخیره آب,آب انبار
16184,از جزایر ژاپن,هنشو
16191,گوشه هندسی,زاویه
16193,نوعی پارچه,نخی
16194,میوه خوشه‌ای,انگور
16195,فریاد,غریو
16197,فیلمی از محمدرضا اصلانی,آتش سبز
16198,یک پیام نوروزی از طرف دست‌اندرکاران سایت به شما عزیزان,هر روزتان نوروز
16200,حکم مرجع تقلید,فتوی
16205,دست مالیدن به پیش سر و روی پاها هنگام وضو گرفتن,مسح
16206,شهرستان قدیم,ولایت
16207,آغشته به زهر,سمی
16208,رسمی قبل از نوروز,خانه تکانی
16209,عسل و انگبین,نوش
16211,اسباب سفر,بنه
16213,دنباله روی سوزن,نخ
16215,واحد پول مکزیک,پزو
16216,بیدار نیست,خواب
16217,اثر چربی بر روی پارچه,لک
16218,پیام دیگر نوروزی به شما,نوروزتان پیروز
16226,برگه و قبض,فیش
16227,فیلم کیومرث پوراحمد,شرم
16237,گاهی از خنده می‌روند,ریسه
16239,بیش از 70 درصد سطح کره زمین را پوشانده است,آب
16243,استانی در ایتالیا,تارانتو
16244,جایی میان دوزخ و بهشت,اعراف
16245,یکی از دو برادر مخترع هواپیما,ویلبر رایت
16246,فیلمی از عباس رافعی,راز مینا
16260,امکانات مالي يا اعتباري,تسهیلات
16261,یک بیماری ژنتیکی,سندرم داون
16263,دومین شهر بزرگ استان بوشهر از نظر جمعیت,برازجان
16266,کنايه از خورشيد,تشت آتش
16268,بازرگانان,تجار
16269,آنچه مورد لزوم و احتیاج باشد,ضروری
16275,خو گرفتن,الفت
16279,فیلمی از اصغر نعیمی,دیروقت
16282,از ورزشهای تیمی,پینت بال
16283,فیلمی از قدرت ا... صلح میرزایی,بی تو تنهایم
16285,درخشان و نورانی,روشن
16286,نام دیگر بیماری مالیخولیا,سودازدگی
16288,زیان و نقصان,ضبن
16289,گیاهی دارویی,زنیان
16290,خاکستر,اتری
16295,اثر دیدنی الیگودرز,آبشار تاف
16296,کاغذ سفت و ضخیم,مقوا
16298,دستگاه هدايت از دور,ریموت کنترل
16299,تکرار شونده,متناوب
16301,علامت صفت تفضیلی,تر
16302,زیرنویس,پاورقی
16304,شب های عرب,لیالی
16305,تخمین,ورانداز
16307,اسب زین کرده,یدک
16308,اثری از موریس مترلینگ,موریانه
16309,ارتفاع و درازی,بلندی
16310,اهلی,رام
16311,کاسب,سوداگر
16313,فلز صنعتی,مس
16314,حقیقی,راستین
16315,ترن مخفی,مترو
16316,لبخند,تبسم
16317,اخمو و بدخو,ترش رو
16319,شاغل در اداره,کارمند
16323,پایتخت کشور لتونی,ریگا
16324,از حواس پنجگانه,بویایی
16327,ترجمان و برگردان,نقل
16328,جنبی,کناری
16329,شیوه و رسم,آیین
16330,اشاره به دور,همان
16337,چشم روشنی عروس,رونما
16343,سرزنشگر و نکوهنده,لایم
16345,کمربند مسیحی,زنار
16347,مقابل پرداخت,دریافت
16348,نوعی مار بزرگ,بوا
16351,از آثار تاریخی استان کرمانشاه,کتیبه گودرز
16353,از کشورهای عربی,اردن
16354,از شهر های استان اردبیل,اصلاندوز
16357,از شهرهای اصفهان,داران
16361,بنای مرتفع,شار
16363,هدایت و ارشاد,راهنمایی
16364,دوستان,رفقا
16366,از جزایر اندونزی,کالیمانتان
16368,شهری که حضرت فاطمه(س) به شهادت رسیدند,مدینه
16373,علاوه بر آن,حتی
16375,پهلوان,بهادر
16376,مرکز استان کهگیلویه و بویراحمد,یاسوج
16381,تابستان,صیف
16382,تصدیق و گواهی,صحه
16384,اتصال و وابستگی,ربط
16387,فیلسوف بنام یونانی,ارسطو
16395,سه قسمت کردن,تثلیث
16396,دعایی از حضرت فاطمه زهرا(س) با مضمون خداشناسی,دعای نور
16397,یکی دیگر از کنیه های مبارک حضرت فاطمه(س),ام الحسین
16398,از القاب مبارک حضرت فاطمه(س),صدیقه
16400,طراح لباس,مدیست
16401,چیرگی و غلبه,استیلا
16411,جنس ماده,انثی
16413,پنبه زنی,حلاجی
16415,مقابل گرم,سرد
16417,مرهم,ضماد
16418,پست شدن,انحطاط
16419,بزرگ‌ترین شاعر نیکاراگوآ,داریو
16421,یکی دیگر از القاب مبارک حضرت فاطمه (س),راضیه
16422,سوره‌ای که درباره شان و منزلت حضرت فاطمه(س) نازل شده است,سوره کوثر
16423,فیلمی از محمد عرب,قند تلخ
16425,قوم وحشی تاریخ,بربر
16426,بوی خوش,نفحه
16430,پاسبان فرانسوی,آژان
