,text
10420,هیدرولیک نوعی فرمان خودرو است.
10421,ماشه از اجزای تفنگ است.
10422,لادن گلی زینتی به رنگ‌های زرد، قرمز و نارنجی با بوته‌ای کوتاه است.
10423,ناتنی نوعی برادر و خواهر است.
10424,حزین معادل غمگین است.
10425,امکان میسر بودن است.
10426,مرمکی یک صمغ رزین معطر است.
10427,پاسدار معادل مراقب و نگهبان است.
10428,نحو معادل مانند است.
10429,آسیایی اهل قاره پرجمعیت است.
10430,نرده حفاظ پله است.
10431,نرینه مخالف مادینه است.
10432,راپسودی مجموعه‌ای از آهنگ‌های محلی و بومی است.
10433,سدی واحد پول غنا است.
10434,ناشف جذب کننده آب است.
10435,بیص معادل تنگی و سختی است.
10436,تابه‌ای نوعی کباب است.
10437,کرکی پرنده درنا است.
10438,بچه ننه کنایه از: آدم ترسو، بی کفایت و وابسته به دیگران است.
10439,وسم معادل داغ و نشان است.
10440,انف معادل بینی است.
10441,ادمونتن شهری در کانادا است.
10442,گچساران شهری در کهگیلویه و بویراحمد است.
10443,پیل مخزن برق است.
10444,هابل تلسکوپ فضایی است.
10445,بروکن قله‌ای در آلمان است.
10446,دانشیار معاون استاد دانشگاه است.
10447,یوسف صیادی از بازیگران نیسان آبی است.
10448,فیکس معادل ثابت و محکم است.
10449,میز قرآن خوانی، رحل است.
10450,ثبت یادداشت کردن است.
10451,کمین پنهان شدن برای حمله است.
10452,سالار سرکرده قوم است.
10453,تماشاچی معادل بیننده است.
10454,از بند رسته، رها است.
10455,هشت پا معادل اختاپوس است.
10456,استحکام استوار شدن است.
10457,فکس دستگاه نمابر است.
10458,ثمرات معادل نتایج است.
10459,یک لاقبا معادل تهیدست و فقیر است.
10460,خزر بزرگترین دریاچه جهان است.
10461,کنگان بندری در استان بوشهر است.
10462,بخارا پایتخت دولت سامانیان است.
10463,پیاز طعنه خور سیر است.
10464,گروهبان سرباز درجه دار است.
10465,برن پایتخت کشور سوئیس است.
10466,ژرمانیم از شبه فلزات است.
10467,یارد واحد طول انگلیسی است.
10468,کرس جزیره‌ای در اروپا است.
10469,لاوان جزیره نفتی جنوب است.
10470,شاهنگ ملکه زنبوران عسل است.
10471,خب مرد فریبنده است.
10472,گالیکش از شهرهای استان گلستان است.
10473,زخارف معادل زر و سیم است.
10474,آرا عقاید انتخاباتی است.
10475,راهبرد استراتژی جنگی است.
10476,لگ معادل بند و زندان است.
10477,پاناما کشور کانال است.
10478,گلین معادل عروس است.
10479,آوا معادل صوت است.
10480,دینار واحد پول اردن است.
10481,نازیسم نام مکتب فلسفه هیتلر است.
10482,قنبر پلو از غذاهای شیرازی است.
10483,کور معادل نابینا است.
10484,بیداد معادل ظلم و ستم است.
10485,بند شده، مقید است.
10486,ارجح معادل برتر و بهتر است.
10487,یاوه معادل بیهوده و بى‌معنى است.
10488,قره قوم صحرای ترکمنستان است.
10489,چناران از شهرهای استان خراسان رضوی است.
10490,قایق‌رانی ورزشی آبی است.
10491,مجید صالحی بازیگر مرد سریال ساخت ایران۳ است.
10492,اصفهان شهر منارجنبان است.
10493,آوازه جو شهرت طلب است.
10494,خلل رخنه در کار است.
10495,وراق کاغذ فروش است.
10496,انهدام خراب و ویران کردن است.
10497,باخت شکست ورزشی است.
10498,رکود ساکن شدن و ایستادن است.
10499,بارنائول شهری در روسیه است.
10500,مشتاقیه گنبدی در کرمان است.
10501,آهنی از جنس فلز پر مصرف است.
10502,بدنام معادل رسوا و بی‌آبرو است.
10503,میهن معادل وطن و دیار است.
10504,اسوای چک شهری در کامبوج است.
10505,جز غیر از است.
10506,اجهل معادل جاهلتر است.
10507,جوکی مرتاض هندی است.
10508,لقب اسم غیرواقعى است.
10509,امواج جمع موج است.
10510,جریان واقع شدن امری است.
10511,وایبر از نرم افزارهای ارتباطی بود.
10512,نائین از شهرهای استان اصفهان است.
10513,چکاله معادل قطرات است.
10514,کانال معادل ترعه و آبراهه است.
10515,سورنجان از گیاهان دارویی است.
10516,هباک فرق سر است.
10517,پنجر معادل قفس است.
10518,چنین مانند این است.
10519,ستارخان ملقب به سردارملی است.
10520,تنب کوچک از جزایر ایرانی است.
10521,یکپارچه معادل متحد است.
10522,انزواجویی عزلت گزینی است.
10523,گرو گذاشته شده، مرهون است.
10524,عهد از دعاهای معروف است.
10525,جمجم معادل گیوه است.
10526,ساوالان نام محلی قله سبلان است.
10527,جرز معادل دیوار است.
10528,عیالوار دارای زن و فرزند است.
10529,حامی معادل پشتیبان و حمایت‌کننده است.
10530,العمران سوره سوم قرآن‌ مجید است.
10531,سجع صنعتی در ادبیات است.
10532,امیدواری معادل آرزومندی است.
10533,لوزالمعده غده پانکراس است.
10534,عالم ملکوت عالم فرشتگان و عالم غیب است.
10535,آپارتاید تبعیض ‌نژادى است.
10536,کنار معادل جنب و پهلو است.
10537,هامبورگ بندری در آلمان است.
10538,لیخن نوعی قارچ است.
10539,مهربانی معادل محبت است.
10540,چندش حالت بیزاری که از دیدن چیز ناپسند است.
10541,قشون معادل لشکر و سپاه است.
10542,بات واحد پول تایلند است.
10543,کریم خان موسس سلسله زندیه است.
10544,هیپوترمی معادل سرمازدگی است.
10545,چابک معادل فرز و چالاک است.
10546,سهل انگار بی‌اعتنا به کار است.
10547,سلام بر عشق فیلمی از عزیزالله بهادری است.
10548,رجزخوانی معادل خودستایی است.
10549,بیدمجنون فیلمی از مجید مجیدی است.
10550,ترکاندن منفجر کردن است.
10551,نیم دانه بلغور جو و گندم است.
10552,اتمی از انواع انرژی است.
10553,دستینه معادل امضاء است.
10554,زمان پرداخت پولی که از بانک به عنوان وام گرفته شده، سررسید است.
10555,غذایی که احتیاج به پخت وپز ندارد، حاضری است.
10556,آزادی معادل رهایی است.
10557,ماش دانه خوراکی است.
10558,بیگانه معادل اجنبی است.
10559,گوهرتپه اثر تاریخی شهر بهشهر است.
10560,کوپن معادل کالابرگ است.
10561,نسیم باد خنک است.
10562,کارد وسیله‌ای در آشپزخانه است.
10563,گرداننده معادل چرخاننده است.
10564,وقوف معادل آگاهی است.
10565,سر و سامان معادل آراستگی است.
10566,اکرم محمدی بازیگر خانم سریال زخم کاری است.
10567,پشت پا زدن ترک کردن است.
10568,میهن پرست از آثار پرل. اس. باک است.
10569,قبرستان معادل گورستان است.
10570,موشک تولیدی از صنایع‌نظامی است.
